rank,seed,adj_em,adj_o,adj_d,adj_t,luck,sos_em,sos_o,sos_d,ncsos_em,wins,losses,win_pct,home_win_pct,away_win_pct,power_six,n_champs,n_ffour,n_eeight,home_proxy,massey_rank,home,season,teamID
69.0,2.0,10.84,114.1,103.2,64.8,0.062,6.06,107.5,101.4,-1.15,113,133,0.45934959349593496,0.5405405405405406,0.336734693877551,1,0,0,0,0.6879708151645995,37.0,0,2014,1281
272.0,,-8.94,98.4,107.4,68.3,0.017,-2.53,104.4,106.9,3.16,83,142,0.3688888888888889,0.4563106796116505,0.29508196721311475,0,0,0,0,0.5808598335574298,335.0,0,2014,1282
157.0,,1.01,106.5,105.5,63.0,0.114,0.73,104.8,104.0,-2.81,119,122,0.49377593360995853,0.5606060606060606,0.41284403669724773,0,0,0,0,0.24753829240411673,188.0,0,2014,1283
269.0,,-8.45,96.8,105.3,66.6,-0.033,-2.91,103.8,106.7,-6.43,138,111,0.5542168674698795,0.6052631578947368,0.5111111111111111,0,0,0,0,0.4181515136703322,318.0,0,2014,1284
216.0,,-4.45,107.4,111.9,59.8,0.002,-6.45,103.7,110.1,4.97,142,92,0.6068376068376068,0.7087378640776699,0.5267175572519084,0,0,0,0,-0.33211036724359233,89.0,0,2014,1285
302.0,,-13.51,95.0,108.5,63.9,0.056,-7.16,103.3,110.5,-2.84,95,134,0.4148471615720524,0.52,0.3333333333333333,0,0,0,0,-0.4429485779035971,301.0,0,2014,1286
180.0,,-1.02,102.9,103.9,67.5,0.038,-3.13,104.6,107.7,1.03,111,125,0.4703389830508475,0.5673076923076923,0.3939393939393939,0,0,0,0,0.7490393649073904,255.0,0,2014,1287
224.0,,-5.11,100.4,105.5,67.5,0.005,-5.91,101.0,106.9,6.11,86,139,0.38222222222222224,0.4583333333333333,0.32558139534883723,0,0,0,0,0.48347713041710016,193.0,0,2014,1288
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2014,1289
,,,,,,,,,,,41,204,0.1673469387755102,0.3125,0.09696969696969697,0,0,0,0,0.5960452808910783,339.0,0,2014,1290
209.0,16.0,-3.96,107.8,111.7,68.2,0.031,-4.27,102.7,107.0,3.09,109,132,0.45228215767634855,0.63,0.3262411347517731,0,0,0,0,0.40953584089090556,230.0,0,2014,1291
89.0,,8.24,105.3,97.0,62.6,0.047,-1.84,103.3,105.1,-2.15,132,107,0.5523012552301255,0.5537190082644629,0.5508474576271186,0,0,0,0,0.7227564859915653,40.0,0,2014,1292
135.0,,3.23,109.0,105.8,66.2,0.032,-4.46,104.3,108.8,2.86,151,78,0.6593886462882096,0.7433628318584071,0.5775862068965517,0,0,0,0,0.7308509624174221,185.0,0,2014,1293
227.0,,-5.3,108.8,114.1,62.7,-0.017,-7.9,102.0,109.9,-0.85,112,110,0.5045045045045045,0.5686274509803921,0.45,0,0,0,0,0.029954747734213583,220.0,0,2014,1294
61.0,12.0,11.76,115.5,103.7,62.3,0.089,1.38,106.8,105.4,5.32,144,91,0.6127659574468085,0.7070707070707071,0.5441176470588235,0,0,0,0,0.40134036579342425,125.0,0,2014,1295
208.0,,-3.94,94.4,98.3,61.5,0.019,-2.38,102.9,105.2,-3.35,102,127,0.44541484716157204,0.5826086956521739,0.30701754385964913,0,0,0,0,0.3646897301904203,334.0,0,2014,1296
311.0,,-14.08,102.7,116.8,61.1,-0.044,-6.64,101.8,108.4,-3.69,128,106,0.5470085470085471,0.6428571428571429,0.45901639344262296,0,0,0,0,0.7178383367733192,237.0,0,2014,1297
308.0,,-13.87,93.0,106.8,61.8,-0.028,-4.77,102.8,107.6,-9.47,112,120,0.4827586206896552,0.5446428571428571,0.425,0,0,0,0,0.46483774455383564,336.0,0,2014,1298
334.0,,-19.56,93.7,113.3,65.3,0.036,-7.64,99.4,107.1,0.24,86,148,0.36752136752136755,0.5360824742268041,0.24817518248175183,0,0,0,0,0.5177178404971727,194.0,0,2014,1299
92.0,14.0,7.98,108.6,100.7,62.3,0.04,-10.35,98.1,108.5,-1.94,130,91,0.5882352941176471,0.7654320987654321,0.4857142857142857,0,0,0,0,0.47284472480427453,147.0,0,2014,1300
62.0,12.0,11.6,114.0,102.4,64.7,0.065,7.77,108.4,100.7,-4.31,148,104,0.5873015873015873,0.6516129032258065,0.4845360824742268,1,0,0,0,0.4624974919113296,27.0,0,2014,1301
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2014,1302
177.0,,-0.86,104.5,105.4,72.2,-0.053,-2.51,104.2,106.7,-1.98,104,127,0.45021645021645024,0.5567010309278351,0.373134328358209,0,0,0,0,0.05716929888828548,279.0,0,2014,1303
56.0,11.0,12.64,108.8,96.1,64.7,0.047,9.3,108.4,99.1,-1.95,111,138,0.4457831325301205,0.5486111111111112,0.3047619047619048,1,0,0,0,0.471285456542351,82.0,0,2014,1304
143.0,,2.21,109.5,107.3,63.4,0.027,3.2,107.3,104.1,1.31,157,91,0.6330645161290323,0.672,0.5934959349593496,0,0,0,0,-0.5937142099459927,187.0,0,2014,1305
328.0,,-17.67,88.7,106.4,61.2,-0.086,-5.82,101.3,107.2,-1.75,89,129,0.40825688073394495,0.494949494949495,0.33613445378151263,0,0,0,0,0.1846982151590365,296.0,0,2014,1306
33.0,7.0,17.15,113.5,96.3,64.4,0.032,4.83,107.7,102.9,3.24,129,114,0.5308641975308642,0.5912408759124088,0.4528301886792453,0,0,0,0,0.07476467174486545,22.0,0,2014,1307
72.0,13.0,10.54,112.9,102.4,65.2,-0.03,-3.64,103.0,106.7,2.6,177,57,0.7564102564102564,0.8240740740740741,0.6984126984126984,0,0,0,0,-0.3490738232777093,78.0,0,2014,1308
317.0,,-15.25,96.1,111.4,70.1,0.065,-5.98,102.9,108.9,14.17,82,129,0.3886255924170616,0.5119047619047619,0.30708661417322836,0,0,0,0,0.28800419333522187,347.0,0,2014,1309
270.0,,-8.75,101.9,110.7,70.6,-0.025,-0.51,105.3,105.8,0.88,85,159,0.3483606557377049,0.4224137931034483,0.28125,0,0,0,0,0.341353636046696,154.0,0,2014,1310
304.0,,-13.64,98.0,111.6,63.6,0.109,-8.13,101.6,109.7,3.55,99,119,0.4541284403669725,0.6265060240963856,0.34814814814814815,0,0,0,0,0.09486286729827742,320.0,0,2014,1311
307.0,,-13.86,96.6,110.5,66.5,0.055,-7.49,101.4,108.9,-7.49,95,122,0.4377880184331797,0.532608695652174,0.368,0,0,0,0,0.27706933180737126,258.0,0,2014,1312
258.0,,-7.48,102.9,110.3,62.7,0.042,-7.58,100.5,108.1,-0.13,122,110,0.5258620689655172,0.5714285714285714,0.4925373134328358,0,0,0,0,0.37420953011583247,158.0,0,2014,1313
29.0,6.0,18.44,112.6,94.2,69.2,0.0,8.83,110.5,101.6,1.31,185,78,0.7034220532319392,0.725925925925926,0.6796875,1,1,1,1,0.6096725401624998,12.0,0,2014,1314
264.0,,-7.79,104.3,112.1,67.9,0.063,-4.79,104.0,108.7,7.8,93,135,0.40789473684210525,0.4731182795698925,0.362962962962963,0,0,0,0,0.4725206648953192,231.0,0,2014,1315
263.0,,-7.75,103.3,111.1,66.7,0.089,-3.74,102.3,106.1,7.46,115,119,0.49145299145299143,0.6847826086956522,0.36619718309859156,0,0,0,0,0.16991298181294778,239.0,0,2014,1316
232.0,,-5.56,99.4,104.9,66.9,0.047,-2.74,103.0,105.8,-3.08,107,124,0.46320346320346323,0.5409836065573771,0.3761467889908257,0,0,0,0,0.8143331157631111,261.0,0,2014,1317
203.0,,-3.16,101.4,104.5,63.2,-0.047,0.26,104.9,104.7,3.13,138,108,0.5609756097560976,0.5454545454545454,0.5735294117647058,0,0,0,0,0.18671926879122147,180.0,0,2014,1318
262.0,,-7.72,100.4,108.1,62.3,0.003,-5.81,103.9,109.7,2.57,77,156,0.33047210300429186,0.37142857142857144,0.296875,0,0,0,0,-0.9676831255794258,269.0,0,2014,1319
95.0,,7.86,113.0,105.1,64.1,-0.08,3.43,106.1,102.7,8.35,138,101,0.5774058577405857,0.6528925619834711,0.5,0,0,0,0,0.6105934104037813,94.0,0,2014,1320
134.0,,3.33,98.3,94.9,59.9,0.033,9.51,110.2,100.7,-3.83,115,133,0.4637096774193548,0.5234899328859061,0.37373737373737376,1,0,0,0,0.8235391176766849,130.0,0,2014,1321
185.0,,-1.31,108.6,109.9,74.2,-0.019,-4.75,103.1,107.9,10.12,76,137,0.3568075117370892,0.4418604651162791,0.2992125984251969,0,0,0,0,0.2872026851604056,98.0,0,2014,1322
96.0,,7.7,113.5,105.8,62.7,-0.063,6.52,108.7,102.2,-2.88,154,102,0.6015625,0.6623376623376623,0.5098039215686274,1,0,0,0,0.4624974919113296,21.0,0,2014,1323
194.0,,-2.16,109.9,112.0,67.1,0.025,3.7,105.8,102.1,9.47,127,123,0.508,0.5737704918032787,0.4453125,0,0,0,0,1.0,233.0,0,2014,1324
127.0,,3.76,106.5,102.7,64.3,0.035,-2.0,103.1,105.1,-1.1,127,109,0.538135593220339,0.6153846153846154,0.44339622641509435,0,0,0,0,0.566631443154896,86.0,0,2014,1325
19.0,6.0,21.3,109.3,88.0,64.0,-0.043,7.8,109.2,101.4,-3.36,170,88,0.6589147286821705,0.7267080745341615,0.5463917525773195,1,0,0,1,0.7686811760890235,10.0,0,2014,1326
,,,,,,,,,,,0,0,,,,0,0,0,0,,,0,2014,1327
30.0,5.0,17.9,117.9,100.0,69.6,-0.022,9.13,110.2,101.0,0.5,152,94,0.6178861788617886,0.7037037037037037,0.5135135135135135,1,0,0,0,0.34288481911651003,42.0,0,2014,1328
21.0,9.0,20.98,115.9,95.0,67.2,-0.11,9.06,109.9,100.8,-1.15,138,113,0.549800796812749,0.5928571428571429,0.4954954954954955,1,0,0,0,0.1364494754145199,8.0,0,2014,1329
175.0,,-0.72,100.7,101.4,62.5,0.005,-1.37,103.6,105.0,-0.55,159,91,0.636,0.6838235294117647,0.5789473684210527,0,0,0,0,0.8143331157631111,329.0,0,2014,1330
188.0,,-1.53,108.0,109.6,62.8,-0.058,-4.7,102.4,107.1,10.43,92,134,0.40707964601769914,0.5425531914893617,0.3106060606060606,0,0,0,0,0.28205067270786355,107.0,0,2014,1331
28.0,7.0,19.02,118.9,99.9,67.5,-0.037,7.39,109.1,101.8,-1.18,191,66,0.7431906614785992,0.8108108108108109,0.6513761467889908,1,0,0,0,-0.9836052691060997,18.0,0,2014,1332
107.0,,5.81,112.5,106.7,65.5,0.005,5.78,108.6,102.8,-4.96,122,122,0.5,0.5957446808510638,0.36893203883495146,1,0,0,0,0.041300085146741106,171.0,0,2014,1333
148.0,,1.98,109.5,107.5,66.1,0.057,3.53,107.8,104.3,1.32,93,131,0.41517857142857145,0.4700854700854701,0.35514018691588783,0,0,0,0,-0.937604965029885,93.0,0,2014,1334
257.0,,-7.46,99.1,106.6,68.2,-0.013,0.58,105.4,104.8,0.94,96,102,0.48484848484848486,0.5106382978723404,0.46153846153846156,0,0,0,0,0.4408438087949319,245.0,0,2014,1335
81.0,,9.0,110.3,101.3,64.4,-0.049,7.64,107.7,100.1,-2.52,131,122,0.5177865612648221,0.5763888888888888,0.44036697247706424,1,0,0,0,0.21353630645697474,133.0,0,2014,1336
159.0,,0.93,107.8,106.9,64.9,0.025,2.95,107.1,104.2,-3.98,102,136,0.42857142857142855,0.4596774193548387,0.39473684210526316,0,0,0,0,-0.8252912015844369,197.0,0,2014,1337
16.0,9.0,21.89,116.9,95.0,62.2,-0.038,7.62,108.0,100.4,-3.66,127,123,0.508,0.5789473684210527,0.3979591836734694,1,0,0,0,0.6875106500938828,22.0,0,2014,1338
111.0,,5.4,109.2,103.8,64.9,-0.11,0.79,106.3,105.5,-8.19,72,158,0.3130434782608696,0.32558139534883723,0.297029702970297,0,0,0,0,-0.9676831255794258,181.0,0,2014,1339
278.0,,-9.47,102.3,111.7,64.9,0.063,-8.07,102.8,110.9,-6.33,103,117,0.4681818181818182,0.5588235294117647,0.3898305084745763,0,0,0,0,0.029954747734213583,305.0,0,2014,1340
325.0,,-16.86,96.1,113.0,65.9,0.005,-8.28,100.0,108.3,8.77,111,133,0.45491803278688525,0.6590909090909091,0.33974358974358976,0,0,0,0,0.09707187567765652,311.0,0,2014,1341
349.0,,-25.87,94.2,120.0,63.5,-0.017,-7.84,101.7,109.6,-7.05,58,166,0.25892857142857145,0.3564356435643564,0.17886178861788618,0,0,0,0,0.4943984894487444,332.0,0,2014,1342
100.0,,6.46,106.4,99.9,63.2,0.014,-2.05,104.1,106.2,-2.68,116,75,0.6073298429319371,0.6666666666666666,0.5576923076923077,0,0,0,0,0.4150934683294901,87.0,0,2014,1343
48.0,11.0,13.81,114.6,100.8,62.9,0.051,8.35,109.2,100.8,0.81,159,97,0.62109375,0.673469387755102,0.5504587155963303,1,0,0,0,0.5164588677508811,57.0,0,2014,1344
93.0,,7.89,108.4,100.5,67.2,-0.04,7.85,108.7,100.8,-5.95,172,83,0.6745098039215687,0.7449664429530202,0.5754716981132075,1,0,0,0,0.9434693691822807,66.0,0,2014,1345
149.0,,1.89,111.3,109.4,68.3,0.055,-1.69,103.7,105.3,-1.31,106,131,0.4472573839662447,0.4881889763779528,0.4,0,0,0,0,0.2926911798184131,192.0,0,2014,1346
256.0,,-7.36,106.9,114.3,66.5,0.084,-8.98,101.5,110.5,-6.3,133,102,0.5659574468085107,0.5980392156862745,0.5413533834586466,0,0,0,0,0.6054397776516944,324.0,0,2014,1347
115.0,,5.06,104.4,99.3,64.1,-0.067,4.82,106.8,102.0,-2.59,149,97,0.6056910569105691,0.6766917293233082,0.5221238938053098,0,0,0,0,0.32827133752216775,156.0,0,2014,1348
299.0,,-13.23,94.7,107.9,62.4,-0.007,-0.68,103.9,104.5,-0.46,86,146,0.3706896551724138,0.4067796610169492,0.3333333333333333,0,0,0,0,0.42984305508559373,309.0,0,2014,1349
91.0,,7.99,105.3,97.3,61.8,0.026,4.95,107.5,102.5,-0.29,135,110,0.5510204081632653,0.5652173913043478,0.5327102803738317,0,0,0,0,0.4545969113309978,88.0,0,2014,1350
217.0,,-4.52,106.9,111.4,65.4,0.041,-1.48,103.9,105.4,-1.33,128,116,0.5245901639344263,0.5779816513761468,0.48148148148148145,0,0,0,0,0.566631443154896,162.0,0,2014,1351
173.0,8.0,-0.65,105.8,106.5,64.2,0.093,-2.9,104.7,107.6,5.14,117,130,0.47368421052631576,0.5882352941176471,0.3931034482758621,0,0,0,0,0.6931363301133481,95.0,0,2014,1352
170.0,,-0.37,106.5,106.9,66.4,-0.012,4.95,107.3,102.4,-5.41,103,144,0.41700404858299595,0.5266666666666666,0.24742268041237114,1,0,0,0,0.40483643211120435,97.0,0,2014,1353
344.0,,-21.14,91.5,112.7,64.6,0.042,-6.65,100.2,106.9,2.17,66,160,0.2920353982300885,0.43023255813953487,0.20714285714285716,0,0,0,0,0.43012444710653663,338.0,0,2014,1354
140.0,,2.77,107.0,104.2,65.5,-0.003,-1.49,104.7,106.2,1.45,159,76,0.676595744680851,0.7904761904761904,0.5846153846153846,0,0,0,0,0.2999295979847795,160.0,0,2014,1355
165.0,,0.17,106.1,106.0,61.5,-0.061,0.3,104.9,104.6,-2.86,124,124,0.5,0.5801526717557252,0.41025641025641024,0,0,0,0,0.8184346340107895,205.0,0,2014,1356
301.0,,-13.4,99.3,112.7,65.9,-0.093,-4.78,102.8,107.6,-2.22,95,140,0.40425531914893614,0.47,0.35555555555555557,0,0,0,0,0.31520254149384597,302.0,0,2014,1357
197.0,,-2.57,105.8,108.4,64.5,0.073,-8.37,101.3,109.7,-4.04,136,92,0.5964912280701754,0.7029702970297029,0.5118110236220472,0,0,0,0,0.6540633466909027,229.0,0,2014,1358
321.0,,-15.64,100.9,116.6,65.3,0.011,-7.46,101.4,108.8,-1.7,86,147,0.36909871244635195,0.4519230769230769,0.3023255813953488,0,0,0,0,0.5835138842117742,254.0,0,2014,1359
138.0,,2.98,105.4,102.5,61.7,-0.02,2.08,107.3,105.3,-4.75,96,132,0.42105263157894735,0.4214876033057851,0.4205607476635514,0,0,0,0,-0.9987874758406587,117.0,0,2014,1360
23.0,4.0,20.38,110.4,90.0,62.3,0.067,5.18,108.0,102.8,2.71,185,64,0.7429718875502008,0.765625,0.71900826446281,0,0,0,0,-0.7817596939146141,39.0,0,2014,1361
88.0,4.0,8.26,112.5,104.3,63.6,0.051,4.01,108.0,104.0,-0.1,134,107,0.5560165975103735,0.5714285714285714,0.5370370370370371,0,0,0,0,-0.9715016315066167,144.0,0,2014,1362
289.0,,-11.75,94.5,106.3,64.1,-0.004,3.9,107.6,103.7,-0.32,38,183,0.17194570135746606,0.20869565217391303,0.1320754716981132,0,0,0,0,-0.999380505474047,277.0,0,2014,1363
102.0,,6.25,110.6,104.4,62.1,0.056,-0.35,104.8,105.2,5.07,138,90,0.6052631578947368,0.6568627450980392,0.5634920634920635,0,0,0,0,-0.87319049672713,232.0,0,2014,1364
154.0,,1.18,107.3,106.1,63.8,-0.043,3.18,107.6,104.5,-3.87,104,128,0.4482758620689655,0.45588235294117646,0.4375,0,0,0,0,-0.937604965029885,64.0,0,2014,1365
281.0,,-9.93,91.7,101.6,63.0,-0.038,-6.57,101.3,107.9,8.62,66,109,0.37714285714285717,0.5352112676056338,0.2692307692307692,0,0,0,0,0.43012444710653663,236.0,0,2014,1366
167.0,,0.1,105.0,104.9,64.2,-0.059,-5.48,103.1,108.6,1.74,78,149,0.3436123348017621,0.4270833333333333,0.2824427480916031,0,0,0,0,0.4943984894487444,195.0,0,2014,1367
312.0,,-14.15,98.7,112.8,63.2,0.003,-8.51,101.0,109.5,0.22,89,146,0.37872340425531914,0.4895833333333333,0.302158273381295,0,0,0,0,0.8628319217373716,267.0,0,2014,1368
,,,,,,,,,,,79,151,0.34347826086956523,0.41346153846153844,0.2857142857142857,0,0,0,0,0.8043412685703206,256.0,0,2014,1369
240.0,,-5.95,100.4,106.3,65.3,-0.065,-4.74,103.4,108.1,-3.04,100,118,0.45871559633027525,0.5575221238938053,0.3523809523809524,0,0,0,0,-0.7663641477399927,276.0,0,2014,1370
94.0,,7.86,108.8,100.9,64.2,-0.06,4.73,108.3,103.6,-9.12,155,97,0.6150793650793651,0.6567164179104478,0.5677966101694916,1,0,0,0,0.3467967623174496,100.0,0,2014,1371
70.0,12.0,10.83,112.3,101.5,61.2,0.073,-7.12,102.0,109.2,-4.19,165,55,0.75,0.8282828282828283,0.6859504132231405,0,0,0,0,0.6540633466909027,76.0,0,2014,1372
164.0,,0.33,101.6,101.3,64.6,0.041,-0.36,105.8,106.2,2.95,121,121,0.5,0.6115702479338843,0.3884297520661157,0,0,0,0,0.31944772630116125,312.0,0,2014,1373
31.0,1.0,17.66,111.3,93.7,64.5,-0.043,4.03,106.3,102.2,-5.22,166,73,0.694560669456067,0.782608695652174,0.5742574257425742,0,0,0,0,0.5457835890121007,216.0,0,2014,1374
253.0,,-7.06,101.1,108.1,64.5,-0.047,-0.08,104.1,104.2,5.58,99,135,0.4230769230769231,0.5128205128205128,0.3333333333333333,0,0,0,0,0.3621420792061828,141.0,0,2014,1375
112.0,,5.3,107.5,102.2,65.4,-0.052,7.36,108.3,100.9,0.34,129,114,0.5308641975308642,0.583941605839416,0.46226415094339623,1,0,0,0,0.475542523546328,183.0,0,2014,1376
255.0,,-7.13,101.7,108.9,65.5,0.024,0.55,105.8,105.2,3.4,119,111,0.5173913043478261,0.5412844036697247,0.49586776859504134,0,0,0,0,0.40134036579342425,283.0,0,2014,1377
191.0,,-1.9,102.4,104.3,63.9,0.018,3.85,106.3,102.4,-6.07,85,156,0.35269709543568467,0.3904109589041096,0.29473684210526313,0,0,0,0,0.1392693367222798,132.0,0,2014,1378
64.0,3.0,11.51,110.9,99.4,62.9,0.103,0.13,104.4,104.3,-0.66,87,136,0.3901345291479821,0.49074074074074076,0.2956521739130435,0,0,0,0,-0.04122177066874344,65.0,0,2014,1379
198.0,,-2.58,97.6,100.2,65.6,-0.035,-9.63,99.2,108.8,12.66,105,128,0.45064377682403434,0.631578947368421,0.32608695652173914,0,0,0,0,0.2644461181538631,145.0,0,2014,1380
351.0,,-27.14,87.4,114.6,64.2,-0.049,-4.02,104.7,108.7,7.4,73,151,0.32589285714285715,0.3917525773195876,0.2755905511811024,0,0,0,0,-0.4429485779035971,270.0,0,2014,1381
84.0,,8.75,111.2,102.4,65.8,-0.066,4.2,106.9,102.7,-2.38,155,87,0.640495867768595,0.6583333333333333,0.6229508196721312,0,0,0,0,0.5622463724868816,120.0,0,2014,1382
,,,,,,,,,,,103,130,0.44206008583690987,0.5619047619047619,0.34375,0,0,0,0,0.17602961259448036,218.0,0,2014,1383
,,,,,,,,,,,111,121,0.47844827586206895,0.63,0.36363636363636365,0,0,0,0,0.5457328196263643,340.0,0,2014,1384
54.0,1.0,13.1,108.5,95.4,66.6,-0.046,5.32,108.7,103.3,-3.04,130,121,0.5179282868525896,0.5816993464052288,0.41836734693877553,1,0,0,0,0.3467967623174496,91.0,0,2014,1385
55.0,10.0,12.93,112.3,99.4,64.3,0.079,6.18,107.5,101.3,0.17,116,130,0.4715447154471545,0.4961832061068702,0.4434782608695652,0,0,0,0,0.4408438087949319,84.0,0,2014,1386
35.0,5.0,15.72,105.7,90.0,65.6,0.04,5.04,107.2,102.2,-1.5,133,111,0.5450819672131147,0.6040268456375839,0.45263157894736844,0,0,0,0,0.7887858528406146,8.0,0,2014,1387
65.0,4.0,11.39,112.6,101.2,61.4,0.013,3.87,108.1,104.2,-0.69,184,62,0.7479674796747967,0.75,0.7448979591836735,0,0,0,0,-0.9638846033466206,11.0,0,2014,1388
238.0,,-5.86,98.1,103.9,60.5,0.059,-2.77,104.0,106.8,-6.58,119,127,0.483739837398374,0.5789473684210527,0.4015151515151515,0,0,0,0,0.3864265886834499,303.0,0,2014,1389
34.0,10.0,16.06,112.4,96.4,65.3,0.016,9.42,110.2,100.7,2.34,134,113,0.5425101214574899,0.60431654676259,0.46296296296296297,1,0,0,0,-0.9342698484668861,54.0,0,2014,1390
335.0,,-20.02,94.5,114.5,61.3,0.032,-5.38,102.7,108.0,-2.4,65,163,0.2850877192982456,0.35353535353535354,0.23255813953488372,0,0,0,0,0.9012810898350778,240.0,0,2014,1391
169.0,,0.0,105.4,105.4,64.4,0.015,-7.84,99.6,107.4,-2.03,147,94,0.6099585062240664,0.6576576576576577,0.5692307692307692,0,0,0,0,0.31944772630116125,69.0,0,2014,1392
18.0,3.0,21.62,114.6,93.0,59.6,0.016,7.23,109.4,102.2,-1.01,156,94,0.624,0.6987179487179487,0.5,1,0,0,1,0.4397852130923444,9.0,0,2014,1393
,,,,,,,,,,,105,118,0.47085201793721976,0.5384615384615384,0.4117647058823529,0,0,0,0,0.11861159772607166,319.0,0,2014,1394
212.0,,-4.34,99.4,103.7,63.8,0.007,10.02,110.9,100.9,-6.41,124,127,0.4940239043824701,0.5771812080536913,0.37254901960784315,1,0,0,0,0.5761155964903232,265.0,0,2014,1395
150.0,,1.68,110.7,109.1,66.3,-0.078,7.08,108.4,101.3,2.4,128,111,0.5355648535564853,0.5390625,0.5315315315315315,0,0,0,0,0.1392693367222798,46.0,0,2014,1396
10.0,11.0,23.69,117.9,94.2,61.6,-0.099,8.12,108.9,100.8,1.46,154,98,0.6111111111111112,0.6644295302013423,0.5339805825242718,1,0,0,0,0.6894593303464012,63.0,0,2014,1397
288.0,,-11.71,101.9,113.6,63.2,-0.05,-1.3,105.3,106.6,4.89,79,144,0.3542600896860987,0.4329896907216495,0.29365079365079366,0,0,0,0,0.7490393649073904,224.0,0,2014,1398
268.0,,-8.28,100.2,108.5,66.2,0.092,-4.9,103.9,108.8,-2.84,87,146,0.37339055793991416,0.5094339622641509,0.25984251968503935,0,0,0,0,0.7525035653341233,281.0,0,2014,1399
41.0,7.0,14.52,111.8,97.3,66.8,0.092,9.61,110.9,101.3,-1.74,148,106,0.5826771653543307,0.6381578947368421,0.5,1,0,0,0,0.0491941845288939,96.0,0,2014,1400
110.0,,5.41,101.4,95.9,61.8,-0.013,2.04,105.5,103.5,-10.94,137,103,0.5708333333333333,0.64,0.45555555555555555,1,0,0,0,0.3802159805283203,92.0,0,2014,1401
277.0,,-9.41,94.9,104.3,61.1,-0.114,-1.35,105.3,106.7,0.76,119,113,0.5129310344827587,0.5714285714285714,0.4645669291338583,0,0,0,0,0.023294236405484336,264.0,0,2014,1402
80.0,,9.01,111.4,102.4,59.9,-0.053,9.58,110.7,101.1,-2.67,149,101,0.596,0.7133757961783439,0.3978494623655914,1,0,0,0,0.05581148786976253,221.0,0,2014,1403
,,,,,,,,,,,90,137,0.3964757709251101,0.49504950495049505,0.31746031746031744,0,0,0,0,0.36783311130728735,337.0,0,2014,1404
104.0,6.0,5.97,115.0,109.1,67.0,0.111,-1.65,102.7,104.4,-1.68,161,91,0.6388888888888888,0.6984126984126984,0.5793650793650794,0,0,0,0,0.8059777711105451,169.0,0,2014,1405
130.0,,3.45,110.6,107.2,63.9,0.08,-3.45,103.7,107.1,-4.9,116,118,0.49572649572649574,0.5,0.49122807017543857,0,0,0,0,0.48055356993847453,149.0,0,2014,1406
250.0,,-6.82,101.9,108.8,63.3,-0.085,-2.94,102.9,105.9,-3.29,83,149,0.3577586206896552,0.4074074074074074,0.31451612903225806,0,0,0,0,0.20097412408631987,288.0,0,2014,1407
285.0,,-11.41,99.7,111.1,61.9,0.143,-3.78,102.1,105.9,-8.8,88,154,0.36363636363636365,0.3724137931034483,0.35051546391752575,0,0,0,0,0.4476992961688827,159.0,0,2014,1408
82.0,13.0,8.93,106.1,97.2,66.8,-0.023,0.57,104.9,104.3,2.81,145,97,0.5991735537190083,0.6666666666666666,0.5096153846153846,0,0,0,0,0.4476992961688827,178.0,0,2014,1409
,,,,,,,,,,,72,147,0.3287671232876712,0.39805825242718446,0.2672413793103448,0,0,0,0,-0.21251011674528275,278.0,0,2014,1410
259.0,16.0,-7.49,106.7,114.1,65.7,-0.004,-11.11,97.6,108.8,2.72,145,107,0.5753968253968254,0.8313253012048193,0.44970414201183434,0,0,0,0,0.09707187567765652,136.0,0,2014,1411
156.0,,1.02,104.1,103.1,66.8,-0.009,-1.94,102.8,104.7,-3.02,148,97,0.6040816326530613,0.6382978723404256,0.5576923076923077,0,0,0,0,0.5835138842117742,146.0,0,2014,1412
316.0,,-15.16,101.3,116.4,64.8,0.035,-2.72,103.9,106.6,-4.98,109,115,0.48660714285714285,0.5463917525773195,0.4409448818897638,0,0,0,0,-0.9084552361195015,249.0,0,2014,1413
90.0,8.0,8.16,103.9,95.7,62.8,-0.02,-1.07,105.9,107.0,1.82,162,88,0.648,0.6634615384615384,0.636986301369863,0,0,0,0,-0.7938946573052961,137.0,0,2014,1414
273.0,,-9.0,98.7,107.7,65.8,-0.049,-3.15,103.2,106.4,-5.99,80,146,0.35398230088495575,0.4326923076923077,0.28688524590163933,0,0,0,0,-0.7663641477399927,322.0,0,2014,1415
155.0,,1.05,107.1,106.1,66.3,-0.047,5.55,107.4,101.9,-8.88,124,112,0.5254237288135594,0.6136363636363636,0.41346153846153844,0,0,0,0,0.15519202034880186,103.0,0,2014,1416
14.0,4.0,22.53,118.7,96.1,68.4,-0.019,7.63,109.1,101.5,-3.26,163,90,0.6442687747035574,0.7189542483660131,0.53,1,0,0,0,-0.33713923693073133,24.0,0,2014,1417
,,,,,,,,,,,141,97,0.592436974789916,0.6785714285714286,0.5158730158730159,0,0,0,0,0.046773457008997266,235.0,0,2014,1418
,,,,,,,,,,,95,135,0.41304347826086957,0.5267857142857143,0.3050847457627119,0,0,0,0,-0.9407634689425035,315.0,0,2014,1419
323.0,,-16.07,92.6,108.7,66.6,-0.003,-6.55,100.7,107.2,-2.57,100,130,0.43478260869565216,0.5288461538461539,0.35714285714285715,0,0,0,0,0.48347713041710016,325.0,0,2014,1420
